"human_geneid","human_EnsemblID","human_Symbol","human_description","human_type_of_gene","mouse_EnsemblID","mouse_geneid"
25949,"ENSG00000117614","SYF2","SYF2 pre-mRNA splicing factor","protein-coding","ENSMUSG00000028821",68592
25950,"ENSG00000122481","RWDD3","RWD domain containing 3","protein-coding","ENSMUSG00000028133",66568
25953,"ENSG00000127838","PNKD","PNKD metallo-beta-lactamase domain containing","protein-coding","ENSMUSG00000026179",56695
25956,"ENSG00000075826","SEC31B","SEC31 homolog B, COPII coat complex component","protein-coding","ENSMUSG00000051984",240667
25957,"ENSG00000132424","PNISR","PNN interacting serine and arginine rich protein","protein-coding","ENSMUSG00000028248",66625
25959,"ENSG00000197256","KANK2","KN motif and ankyrin repeat domains 2","protein-coding","ENSMUSG00000032194",235041
25960,"ENSG00000020181","ADGRA2","adhesion G protein-coupled receptor A2","protein-coding","ENSMUSG00000031486",78560
25961,"ENSG00000166321","NUDT13","nudix hydrolase 13","protein-coding","ENSMUSG00000021809",67725
25962,"ENSG00000164944","VIRMA","vir like m6A methyltransferase associated","protein-coding","ENSMUSG00000040720",66185
25963,"ENSG00000103978","TMEM87A","transmembrane protein 87A","protein-coding","ENSMUSG00000033808",211499
25966,"ENSG00000157617","C2CD2","C2 calcium dependent domain containing 2","protein-coding","ENSMUSG00000045975",207781
25970,"ENSG00000178188","SH2B1","SH2B adaptor protein 1","protein-coding","ENSMUSG00000030733",20399
25972,"ENSG00000115446","UNC50","unc-50 inner nuclear membrane RNA binding protein","protein-coding","ENSMUSG00000026111",67387
25973,"ENSG00000162396","PARS2","prolyl-tRNA synthetase 2, mitochondrial","protein-coding","ENSMUSG00000043572",230577
25974,"ENSG00000132763","MMACHC","metabolism of cobalamin associated C","protein-coding","ENSMUSG00000028690",67096
25975,"ENSG00000198759","EGFL6","EGF like domain multiple 6","protein-coding","ENSMUSG00000000402",54156
25976,"ENSG00000163659","TIPARP","TCDD inducible poly(ADP-ribose) polymerase","protein-coding","ENSMUSG00000034640",99929
25977,"ENSG00000089818","NECAP1","NECAP endocytosis associated 1","protein-coding","ENSMUSG00000030327",67602
25978,"ENSG00000083937","CHMP2B","charged multivesicular body protein 2B","protein-coding","ENSMUSG00000004843",68942
25979,"ENSG00000109016","DHRS7B","dehydrogenase/reductase 7B","protein-coding","ENSMUSG00000042569",216820
25980,"ENSG00000131043","AAR2","AAR2 splicing factor","protein-coding","ENSMUSG00000027628",68295
25981,"ENSG00000114841","DNAH1","dynein axonemal heavy chain 1","protein-coding","ENSMUSG00000019027",110084
25983,"ENSG00000129460","NGDN","neuroguidin","protein-coding","ENSMUSG00000022204",68966
25984,"ENSG00000108244","KRT23","keratin 23","protein-coding","ENSMUSG00000006777",94179
25987,"ENSG00000182704","TSKU","tsukushi, small leucine rich proteoglycan","protein-coding","ENSMUSG00000049580",244152
25988,"ENSG00000172273","HINFP","histone H4 transcription factor","protein-coding","ENSMUSG00000032119",102423
25989,"ENSG00000140474","ULK3","unc-51 like kinase 3","protein-coding","ENSMUSG00000032308",71742
25992,"ENSG00000162804","SNED1","sushi, nidogen and EGF like domains 1","protein-coding","ENSMUSG00000047793",208777
25994,"ENSG00000181061","HIGD1A","HIG1 hypoxia inducible domain family member 1A","protein-coding","ENSMUSG00000038412",56295
25996,"ENSG00000076043","REXO2","RNA exonuclease 2","protein-coding","ENSMUSG00000032026",104444
25998,"ENSG00000005700","IBTK","inhibitor of Bruton tyrosine kinase","protein-coding","ENSMUSG00000035941",108837
25999,"ENSG00000105270","CLIP3","CAP-Gly domain containing linker protein 3","protein-coding","ENSMUSG00000013921",76686
26000,"ENSG00000169221","TBC1D10B","TBC1 domain family member 10B","protein-coding","ENSMUSG00000042492",68449
26001,"ENSG00000108523","RNF167","ring finger protein 167","protein-coding","ENSMUSG00000040746",70510
26002,"ENSG00000079931","MOXD1","monooxygenase DBH like 1","protein-coding","ENSMUSG00000020000",59012
26003,"ENSG00000115806","GORASP2","golgi reassembly stacking protein 2","protein-coding","ENSMUSG00000014959",70231
26005,"ENSG00000168014","C2CD3","C2 domain containing 3 centriole elongation regulator","protein-coding","ENSMUSG00000047248",277939
26007,"ENSG00000149476","TKFC","triokinase and FMN cyclase","protein-coding","ENSMUSG00000034371",225913
26009,"ENSG00000036549","ZZZ3","zinc finger ZZ-type containing 3","protein-coding","ENSMUSG00000039068",108946
26010,"ENSG00000196141","SPATS2L","spermatogenesis associated serine rich 2 like","protein-coding","ENSMUSG00000038305",67198
26011,"ENSG00000149256","TENM4","teneurin transmembrane protein 4","protein-coding","ENSMUSG00000048078",23966
26012,"ENSG00000165802","NSMF","NMDA receptor synaptonuclear signaling and neuronal migration factor","protein-coding","ENSMUSG00000006476",56876
26013,"ENSG00000185513","L3MBTL1","L3MBTL histone methyl-lysine binding protein 1","protein-coding","ENSMUSG00000035576",241764
26015,"ENSG00000103932","RPAP1","RNA polymerase II associated protein 1","protein-coding","ENSMUSG00000034032",68925
26017,"ENSG00000105058","FAM32A","family with sequence similarity 32 member A","protein-coding","ENSMUSG00000003039",67922
26018,"ENSG00000144749","LRIG1","leucine rich repeats and immunoglobulin like domains 1","protein-coding","ENSMUSG00000030029",16206
26019,"ENSG00000151461","UPF2","UPF2 regulator of nonsense mediated mRNA decay","protein-coding","ENSMUSG00000043241",326622
26020,"ENSG00000197324","LRP10","LDL receptor related protein 10","protein-coding","ENSMUSG00000022175",65107
26022,"ENSG00000006042","TMEM98","transmembrane protein 98","protein-coding","ENSMUSG00000035413",103743
26024,"ENSG00000106246","PTCD1","pentatricopeptide repeat domain 1","protein-coding","ENSMUSG00000029624",71799
26025,"ENSG00000253159","PCDHGA12","protocadherin gamma subfamily A, 12","protein-coding","ENSMUSG00000102428",93724
26027,"ENSG00000162390","ACOT11","acyl-CoA thioesterase 11","protein-coding","ENSMUSG00000034853",329910
26030,"ENSG00000126822","PLEKHG3","pleckstrin homology and RhoGEF domain containing G3","protein-coding","ENSMUSG00000052609",263406
26031,"ENSG00000070882","OSBPL3","oxysterol binding protein like 3","protein-coding","ENSMUSG00000029822",71720
26032,"ENSG00000173705","SUSD5","sushi domain containing 5","protein-coding","ENSMUSG00000086596",382111
26033,"ENSG00000107518","ATRNL1","attractin like 1","protein-coding","ENSMUSG00000054843",226255
26034,"ENSG00000074706","IPCEF1","interaction protein for cytohesin exchange factors 1","protein-coding","ENSMUSG00000064065",320495
26035,"ENSG00000138604","GLCE","glucuronic acid epimerase","protein-coding","ENSMUSG00000032252",93683
26036,"ENSG00000112200","ZNF451","zinc finger protein 451","protein-coding","ENSMUSG00000042197",98403
26037,"ENSG00000197555","SIPA1L1","signal induced proliferation associated 1 like 1","protein-coding","ENSMUSG00000042700",217692
26038,"ENSG00000116254","CHD5","chromodomain helicase DNA binding protein 5","protein-coding","ENSMUSG00000005045",269610
26039,"ENSG00000184402","SS18L1","SS18L1 subunit of BAF chromatin remodeling complex","protein-coding","ENSMUSG00000039086",269397
26040,"ENSG00000152217","SETBP1","SET binding protein 1","protein-coding","ENSMUSG00000024548",240427
26043,"ENSG00000163960","UBXN7","UBX domain protein 7","protein-coding","ENSMUSG00000053774",224111
26045,"ENSG00000146006","LRRTM2","leucine rich repeat transmembrane neuronal 2","protein-coding","ENSMUSG00000071862",107065
26046,"ENSG00000198862","LTN1","listerin E3 ubiquitin protein ligase 1","protein-coding","ENSMUSG00000052299",78913
26047,"ENSG00000174469","CNTNAP2","contactin associated protein 2","protein-coding","ENSMUSG00000039419",66797
26049,"ENSG00000198780","FAM169A","family with sequence similarity 169 member A","protein-coding","ENSMUSG00000041817",320557
26050,"ENSG00000165300","SLITRK5","SLIT and NTRK like family member 5","protein-coding","ENSMUSG00000033214",75409
26051,"ENSG00000101445","PPP1R16B","protein phosphatase 1 regulatory subunit 16B","protein-coding","ENSMUSG00000037754",228852
26052,"ENSG00000197959","DNM3","dynamin 3","protein-coding","ENSMUSG00000040265",103967
26053,"ENSG00000158321","AUTS2","activator of transcription and developmental regulator AUTS2","protein-coding","ENSMUSG00000029673",319974
26054,"ENSG00000112701","SENP6","SUMO specific peptidase 6","protein-coding","ENSMUSG00000034252",215351
26056,"ENSG00000135631","RAB11FIP5","RAB11 family interacting protein 5","protein-coding","ENSMUSG00000051343",52055
26057,"ENSG00000132466","ANKRD17","ankyrin repeat domain 17","protein-coding","ENSMUSG00000055204",81702
26058,"ENSG00000204120","GIGYF2","GRB10 interacting GYF protein 2","protein-coding","ENSMUSG00000048000",227331
26059,"ENSG00000187672","ERC2","ELKS/RAB6-interacting/CAST family member 2","protein-coding","ENSMUSG00000040640",238988
26060,"ENSG00000157500","APPL1","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1","protein-coding","ENSMUSG00000040760",72993
26061,"ENSG00000131373","HACL1","2-hydroxyacyl-CoA lyase 1","protein-coding","ENSMUSG00000021884",56794
26063,"ENSG00000242612","DECR2","2,4-dienoyl-CoA reductase 2","protein-coding","ENSMUSG00000036775",26378
26064,"ENSG00000039560","RAI14","retinoic acid induced 14","protein-coding","ENSMUSG00000022246",75646
26065,"ENSG00000257103","LSM14A","LSM14A mRNA processing body assembly factor","protein-coding","ENSMUSG00000066568",67070
26073,"ENSG00000004142","POLDIP2","DNA polymerase delta interacting protein 2","protein-coding","ENSMUSG00000001100",67811
26074,"ENSG00000089101","CFAP61","cilia and flagella associated protein 61","protein-coding","ENSMUSG00000037143",78774
26084,"ENSG00000114790","ARHGEF26","Rho guanine nucleotide exchange factor 26","protein-coding","ENSMUSG00000036885",622434
26085,"ENSG00000167759","KLK13","kallikrein related peptidase 13","protein-coding","ENSMUSG00000054046",626834
26086,"ENSG00000160360","GPSM1","G protein signaling modulator 1","protein-coding","ENSMUSG00000026930",67839
26088,"ENSG00000100083","GGA1","golgi associated, gamma adaptin ear containing, ARF binding protein 1","protein-coding","ENSMUSG00000033128",106039
26090,"ENSG00000100997","ABHD12","abhydrolase domain containing 12, lysophospholipase","protein-coding","ENSMUSG00000032046",76192
26091,"ENSG00000148634","HERC4","HECT and RLD domain containing E3 ubiquitin protein ligase 4","protein-coding","ENSMUSG00000020064",67345
26092,"ENSG00000143337","TOR1AIP1","torsin 1A interacting protein 1","protein-coding","ENSMUSG00000026466",208263
26093,"ENSG00000105321","CCDC9","coiled-coil domain containing 9","protein-coding","ENSMUSG00000041375",243846
26094,"ENSG00000119599","DCAF4","DDB1 and CUL4 associated factor 4","protein-coding","ENSMUSG00000021222",73828
26095,"ENSG00000204179","PTPN20","protein tyrosine phosphatase non-receptor type 20","protein-coding","ENSMUSG00000021940",19256
26097,"ENSG00000160679","CHTOP","chromatin target of PRMT1","protein-coding","ENSMUSG00000001017",66511
26098,"ENSG00000107938","EDRF1","erythroid differentiation regulatory factor 1","protein-coding","ENSMUSG00000039990",214764
26099,"ENSG00000055070","SZRD1","SUZ RNA binding domain containing 1","protein-coding","ENSMUSG00000040842",213491
26100,"ENSG00000157954","WIPI2","WD repeat domain, phosphoinositide interacting 2","protein-coding","ENSMUSG00000029578",74781
26103,"ENSG00000148602","LRIT1","leucine rich repeat, Ig-like and transmembrane domains 1","protein-coding","ENSMUSG00000041044",239037
26108,"ENSG00000171016","PYGO1","pygopus family PHD finger 1","protein-coding","ENSMUSG00000034910",72135
26112,"ENSG00000198624","CCDC69","coiled-coil domain containing 69","protein-coding","ENSMUSG00000049588",52570
26115,"ENSG00000170921","TANC2","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2","protein-coding","ENSMUSG00000053580",77097
26118,"ENSG00000109046","WSB1","WD repeat and SOCS box containing 1","protein-coding","ENSMUSG00000017677",78889
26119,"ENSG00000157978","LDLRAP1","low density lipoprotein receptor adaptor protein 1","protein-coding","ENSMUSG00000037295",100017
26121,"ENSG00000105618","PRPF31","pre-mRNA processing factor 31","protein-coding","ENSMUSG00000008373",68988
26122,"ENSG00000135999","EPC2","enhancer of polycomb homolog 2","protein-coding","ENSMUSG00000069495",227867
26123,"ENSG00000119977","TCTN3","tectonic family member 3","protein-coding","ENSMUSG00000025008",67590
26127,"ENSG00000111790","FGFR1OP2","FGFR1 oncogene partner 2","protein-coding","ENSMUSG00000040242",67529
26128,"ENSG00000198954","KIFBP","kinesin family binding protein","protein-coding","ENSMUSG00000036955",72320
26130,"ENSG00000165219","GAPVD1","GTPase activating protein and VPS9 domains 1","protein-coding","ENSMUSG00000026867",66691
26133,"ENSG00000100991","TRPC4AP","transient receptor potential cation channel subfamily C member 4 associated protein","protein-coding","ENSMUSG00000038324",56407
26135,"ENSG00000142864","SERBP1","SERPINE1 mRNA binding protein 1","protein-coding","ENSMUSG00000036371",66870
26136,"ENSG00000135269","TES","testin LIM domain protein","protein-coding","ENSMUSG00000029552",21753
26137,"ENSG00000181722","ZBTB20","zinc finger and BTB domain containing 20","protein-coding","ENSMUSG00000022708",56490
26140,"ENSG00000214021","TTLL3","tubulin tyrosine ligase like 3","protein-coding","ENSMUSG00000030276",101100
26145,"ENSG00000170604","IRF2BP1","interferon regulatory factor 2 binding protein 1","protein-coding","ENSMUSG00000044030",272359
26146,"ENSG00000204104","TRAF3IP1","TRAF3 interacting protein 1","protein-coding","ENSMUSG00000034292",74019
26147,"ENSG00000119403","PHF19","PHD finger protein 19","protein-coding","ENSMUSG00000026873",74016
26150,"ENSG00000128408","RIBC2","RIB43A domain with coiled-coils 2","protein-coding","ENSMUSG00000022431",67747
26151,"ENSG00000109065","NAT9","N-acetyltransferase 9 (putative)","protein-coding","ENSMUSG00000015542",66176
26153,"ENSG00000066735","KIF26A","kinesin family member 26A","protein-coding","ENSMUSG00000021294",668303
26154,"ENSG00000144452","ABCA12","ATP binding cassette subfamily A member 12","protein-coding","ENSMUSG00000050296",74591
26155,"ENSG00000188976","NOC2L","NOC2 like nucleolar associated transcriptional repressor","protein-coding","ENSMUSG00000095567",57741
26156,"ENSG00000171490","RSL1D1","ribosomal L1 domain containing 1","protein-coding","ENSMUSG00000005846",66409
26160,"ENSG00000138002","IFT172","intraflagellar transport 172","protein-coding","ENSMUSG00000038564",67661
26164,"ENSG00000101181","MTG2","mitochondrial ribosome associated GTPase 2","protein-coding","ENSMUSG00000039069",52856
26166,"ENSG00000132554","RGS22","regulator of G protein signaling 22","protein-coding","ENSMUSG00000037627",626596
26168,"ENSG00000161956","SENP3","SUMO specific peptidase 3","protein-coding","ENSMUSG00000005204",80886
26173,"ENSG00000164880","INTS1","integrator complex subunit 1","protein-coding","ENSMUSG00000029547",68510
26175,"ENSG00000153485","LYSET","lysosomal enzyme trafficking factor","protein-coding","ENSMUSG00000046675",320351
26190,"ENSG00000119402","FBXW2","F-box and WD repeat domain containing 2","protein-coding","ENSMUSG00000035949",30050
26191,"ENSG00000134242","PTPN22","protein tyrosine phosphatase non-receptor type 22","protein-coding","ENSMUSG00000027843",19260
26205,"ENSG00000101216","GMEB2","glucocorticoid modulatory element binding protein 2","protein-coding","ENSMUSG00000038705",229004
26206,"ENSG00000137098","SPAG8","sperm associated antigen 8","protein-coding","ENSMUSG00000066196",433700
26207,"ENSG00000154217","PITPNC1","phosphatidylinositol transfer protein cytoplasmic 1","protein-coding","ENSMUSG00000040430",71795
26224,"ENSG00000005812","FBXL3","F-box and leucine rich repeat protein 3","protein-coding","ENSMUSG00000022124",50789
26225,"ENSG00000162980","ARL5A","ADP ribosylation factor like GTPase 5A","protein-coding","ENSMUSG00000036093",75423
26227,"ENSG00000092621","PHGDH","phosphoglycerate dehydrogenase","protein-coding","ENSMUSG00000053398",236539
26228,"ENSG00000035720","STAP1","signal transducing adaptor family member 1","protein-coding","ENSMUSG00000029254",56792
26229,"ENSG00000149541","B3GAT3","beta-1,3-glucuronyltransferase 3","protein-coding","ENSMUSG00000071649",72727
26230,"ENSG00000146426","TIAM2","TIAM Rac1 associated GEF 2","protein-coding","ENSMUSG00000023800",24001
26231,"ENSG00000125122","FBXL9P","F-box and leucine rich repeat protein, pseudogene","pseudo","ENSMUSG00000041679",234684
26232,"ENSG00000116661","FBXO2","F-box protein 2","protein-coding","ENSMUSG00000041556",230904
