"human_geneid","human_EnsemblID","human_Symbol","human_type_of_gene","human_description","marmoset_EnsemblID","marmoset_geneid","marmoset_Symbol","mouse_EnsemblID","mouse_geneid","mouse_Symbol","rhesus_macaque_EnsemblID","rhesus_macaque_geneid","rhesus_macaque_Symbol"
27300,"ENSG00000198131","ZNF544","protein-coding","zinc finger protein 544",NA,NA,NA,NA,NA,NA,"ENSMMUG00000044329",712453,"ZNF544"
27301,"ENSG00000169188","APEX2","protein-coding","apurinic/apyrimidinic endodeoxyribonuclease 2","ENSCJAG00000016584",100410557,"APEX2","ENSMUSG00000025269",77622,"Apex2","ENSMMUG00000008428",702084,"APEX2"
27302,"ENSG00000163217","BMP10","protein-coding","bone morphogenetic protein 10","ENSCJAG00000019096",100410751,"BMP10","ENSMUSG00000030046",12154,"Bmp10","ENSMMUG00000015055",700068,"BMP10"
27303,"ENSG00000144642","RBMS3","protein-coding","RNA binding motif single stranded interacting protein 3","ENSCJAG00000004312",100403509,"RBMS3","ENSMUSG00000039607",207181,"Rbms3","ENSMMUG00000004404",702852,"RBMS3"
27304,"ENSG00000124217","MOCS3","protein-coding","molybdenum cofactor synthesis 3","ENSCJAG00000023186",100390002,"MOCS3","ENSMUSG00000074576",69372,"Mocs3","ENSMMUG00000002758",701166,"MOCS3"
27306,"ENSG00000163106","HPGDS","protein-coding","hematopoietic prostaglandin D synthase","ENSCJAG00000006866",100399167,"HPGDS","ENSMUSG00000029919",54486,"Hpgds","ENSMMUG00000022244",705227,"HPGDS"
27309,"ENSG00000109445","ZNF330","protein-coding","zinc finger protein 330","ENSCJAG00000002931",100410170,"ZNF330","ENSMUSG00000031711",30932,"Zfp330","ENSMMUG00000060157",699364,"ZNF330"
27314,"ENSG00000137502","RAB30","protein-coding","RAB30, member RAS oncogene family","ENSCJAG00000014642",100387770,"RAB30","ENSMUSG00000030643",75985,"Rab30","ENSMMUG00000007842",701550,"RAB30"
27315,"ENSG00000148985","PGAP2","protein-coding","post-GPI attachment to proteins 2","ENSCJAG00000015470",100415147,"PGAP2","ENSMUSG00000030990",233575,"Pgap2","ENSMMUG00000003955",718085,"PGAP2"
27316,"ENSG00000147274","RBMX","protein-coding","RNA binding motif protein X-linked",NA,100385445,"RBMX","ENSMUSG00000031134",19655,"Rbmx","ENSMMUG00000040370",693881,"RBMX"
27319,"ENSG00000180828","BHLHE22","protein-coding","basic helix-loop-helix family member e22",NA,100406415,"BHLHE22","ENSMUSG00000025128",59058,"Bhlhe22","ENSMMUG00000038208",701485,"BHLHE22"
27324,"ENSG00000103460","TOX3","protein-coding","TOX high mobility group box family member 3","ENSCJAG00000001731",100408865,"TOX3","ENSMUSG00000043668",244579,"Tox3","ENSMMUG00000013967",696002,"TOX3"
27327,"ENSG00000090905","TNRC6A","protein-coding","trinucleotide repeat containing adaptor 6A","ENSCJAG00000020677",100396225,"TNRC6A","ENSMUSG00000052707",233833,"Tnrc6a","ENSMMUG00000020428",701680,"TNRC6A"
27328,"ENSG00000102290","PCDH11X","protein-coding","protocadherin 11 X-linked","ENSCJAG00000003672",100386530,"PCDH11X","ENSMUSG00000034755",245578,"Pcdh11x","ENSMMUG00000012777",696659,"PCDH11X"
27329,"ENSG00000132855","ANGPTL3","protein-coding","angiopoietin like 3","ENSCJAG00000016461",100412498,"ANGPTL3","ENSMUSG00000028553",30924,"Angptl3","ENSMMUG00000046449",695499,"ANGPTL3"
27330,"ENSG00000072133","RPS6KA6","protein-coding","ribosomal protein S6 kinase A6",NA,100407189,"RPS6KA6","ENSMUSG00000025665",67071,"Rps6ka6","ENSMMUG00000020532",710337,"RPS6KA6"
27332,"ENSG00000075292","ZNF638","protein-coding","zinc finger protein 638",NA,100397692,"ZNF638","ENSMUSG00000030016",18139,"Zfp638","ENSMMUG00000007175",704418,"ZNF638"
27333,"ENSG00000173905","GOLIM4","protein-coding","golgi integral membrane protein 4","ENSCJAG00000002711",100405934,"GOLIM4","ENSMUSG00000034109",73124,"Golim4","ENSMMUG00000020734",713937,"GOLIM4"
27334,"ENSG00000078589","P2RY10","protein-coding","P2Y receptor family member 10","ENSCJAG00000009576",100396399,"P2RY10","ENSMUSG00000050921",78826,"P2ry10",NA,NA,NA
27335,"ENSG00000178982","EIF3K","protein-coding","eukaryotic translation initiation factor 3 subunit K","ENSCJAG00000013760",100391800,"EIF3K","ENSMUSG00000053565",73830,"Eif3k","ENSMMUG00000028767",693536,"EIF3K"
27336,"ENSG00000102241","HTATSF1","protein-coding","HIV-1 Tat specific factor 1","ENSCJAG00000003676",100414869,"HTATSF1","ENSMUSG00000067873",72459,"Htatsf1","ENSMMUG00000006450",693589,"HTATSF1"
27338,"ENSG00000108106","UBE2S","protein-coding","ubiquitin conjugating enzyme E2 S",NA,100391572,"UBE2S","ENSMUSG00000060860",77891,"Ube2s","ENSMMUG00000016507",700592,"UBE2S"
27339,"ENSG00000110107","PRPF19","protein-coding","pre-mRNA processing factor 19","ENSCJAG00000016509",100405530,"PRPF19","ENSMUSG00000024735",28000,"Prpf19","ENSMMUG00000014530",696170,"PRPF19"
27340,"ENSG00000120800","UTP20","protein-coding","UTP20 small subunit processome component","ENSCJAG00000001913",100392821,"UTP20","ENSMUSG00000004356",70683,"Utp20","ENSMMUG00000012891",696472,"UTP20"
27341,"ENSG00000189306","RRP7A","protein-coding","ribosomal RNA processing 7 homolog A","ENSCJAG00000009668",100398529,"RRP7A","ENSMUSG00000018040",74778,"Rrp7a","ENSMMUG00000009716",710471,"RRP7A"
27342,"ENSG00000154710","RABGEF1","protein-coding","RAB guanine nucleotide exchange factor 1",NA,100385888,"RABGEF1","ENSMUSG00000025340",56715,"Rabgef1",NA,NA,NA
27343,"ENSG00000166169","POLL","protein-coding","DNA polymerase lambda","ENSCJAG00000017600",100390308,"POLL","ENSMUSG00000025218",56626,"Poll","ENSMMUG00000006747",711924,"POLL"
27344,"ENSG00000102109","PCSK1N","protein-coding","proprotein convertase subtilisin/kexin type 1 inhibitor",NA,118150427,"PCSK1N","ENSMUSG00000039278",30052,"Pcsk1n","ENSMMUG00000016469",714789,"PCSK1N"
27345,"ENSG00000135643","KCNMB4","protein-coding","potassium calcium-activated channel subfamily M regulatory beta subunit 4","ENSCJAG00000001563",100413100,"KCNMB4","ENSMUSG00000054934",58802,"Kcnmb4",NA,717360,"KCNMB4"
27346,"ENSG00000109084","TMEM97","protein-coding","transmembrane protein 97","ENSCJAG00000012529",100414506,"TMEM97","ENSMUSG00000037278",69071,"Tmem97","ENSMMUG00000054461",707879,"TMEM97"
27347,"ENSG00000198648","STK39","protein-coding","serine/threonine kinase 39","ENSCJAG00000006518",100395832,"STK39","ENSMUSG00000027030",53416,"Stk39","ENSMMUG00000006215",704855,"STK39"
27348,"ENSG00000136816","TOR1B","protein-coding","torsin family 1 member B","ENSCJAG00000020343",100385284,"TOR1B","ENSMUSG00000026848",30934,"Tor1b","ENSMMUG00000003793",716582,"TOR1B"
27349,"ENSG00000100294","MCAT","protein-coding","malonyl-CoA-acyl carrier protein transacylase","ENSCJAG00000001717",100403746,"MCAT","ENSMUSG00000048755",223722,"Mcat","ENSMMUG00000004740",711556,"MCAT"
27350,"ENSG00000244509","APOBEC3C","protein-coding","apolipoprotein B mRNA editing enzyme catalytic subunit 3C",NA,100397263,"APOBEC3C",NA,NA,NA,NA,705870,"APOBEC3C"
27351,"ENSG00000100418","DESI1","protein-coding","desumoylating isopeptidase 1",NA,100391095,"DESI1","ENSMUSG00000022472",28075,"Desi1","ENSMMUG00000050219",708088,"DESI1"
27352,"ENSG00000100359","SGSM3","protein-coding","small G protein signaling modulator 3",NA,100393305,"SGSM3","ENSMUSG00000042303",105835,"Sgsm3","ENSMMUG00000008135",709441,"SGSM3"
27429,"ENSG00000115317","HTRA2","protein-coding","HtrA serine peptidase 2",NA,100385512,"HTRA2","ENSMUSG00000068329",64704,"Htra2","ENSMMUG00000002136",709938,"HTRA2"
27430,"ENSG00000038274","MAT2B","protein-coding","methionine adenosyltransferase 2 non-catalytic beta subunit","ENSCJAG00000015401",100407143,"MAT2B","ENSMUSG00000042032",108645,"Mat2b","ENSMMUG00000013980",698119,"MAT2B"
27433,"ENSG00000160404","TOR2A","protein-coding","torsin family 2 member A","ENSCJAG00000019854",100399139,"TOR2A","ENSMUSG00000009563",30933,"Tor2a","ENSMMUG00000016429",700203,"TOR2A"
27434,"ENSG00000122678","POLM","protein-coding","DNA polymerase mu",NA,100407578,"POLM","ENSMUSG00000020474",54125,"Polm","ENSMMUG00000002421",707619,"POLM"
27436,"ENSG00000143924","EML4","protein-coding","EMAP like 4","ENSCJAG00000014719",100410033,"EML4","ENSMUSG00000032624",78798,"Eml4","ENSMMUG00000016277",715091,"EML4"
27439,"ENSG00000183307","TMEM121B","protein-coding","transmembrane protein 121B",NA,118150126,"TMEM121B","ENSMUSG00000094626",94047,"Tmem121b","ENSMMUG00000022223",709098,"TMEM121B"
27440,"ENSG00000069998","HDHD5","protein-coding","haloacid dehalogenase like hydrolase domain containing 5","ENSCJAG00000017229",100399501,"HDHD5","ENSMUSG00000058979",214932,"Hdhd5","ENSMMUG00000031124",709197,"HDHD5"
27443,"ENSG00000099954","CECR2","protein-coding","CECR2 histone acetyl-lysine reader",NA,100402414,"CECR2","ENSMUSG00000071226",330409,"Cecr2","ENSMMUG00000006731",718454,"CECR2"
27445,"ENSG00000186472","PCLO","protein-coding","piccolo presynaptic cytomatrix protein",NA,100388471,"PCLO","ENSMUSG00000061601",26875,"Pclo","ENSMMUG00000021678",708685,"PCLO"
28227,"ENSG00000167393","PPP2R3B","protein-coding","protein phosphatase 2 regulatory subunit B''beta",NA,100404394,"PPP2R3B",NA,NA,NA,NA,114669841,"PPP2R3B"
28231,"ENSG00000101187","SLCO4A1","protein-coding","solute carrier organic anion transporter family member 4A1","ENSCJAG00000009785",100393876,"SLCO4A1","ENSMUSG00000038963",108115,"Slco4a1","ENSMMUG00000016848",699062,"SLCO4A1"
28232,"ENSG00000176463","SLCO3A1","protein-coding","solute carrier organic anion transporter family member 3A1","ENSCJAG00000020426",100386648,"SLCO3A1","ENSMUSG00000025790",108116,"Slco3a1","ENSMMUG00000001740",711301,"SLCO3A1"
28234,"ENSG00000111700","SLCO1B3","protein-coding","solute carrier organic anion transporter family member 1B3",NA,NA,NA,"ENSMUSG00000030236",28253,"Slco1b2","ENSMMUG00000020443",574354,"SLCO1B3"
28316,"ENSG00000101542","CDH20","protein-coding","cadherin 20","ENSCJAG00000003409",100385390,"CDH20","ENSMUSG00000050840",23836,"Cdh20","ENSMMUG00000001713",698968,"CDH20"
28511,"ENSG00000168256","NKIRAS2","protein-coding","NFKB inhibitor interacting Ras like 2","ENSCJAG00000014888",100403314,"NKIRAS2","ENSMUSG00000017837",71966,"Nkiras2","ENSMMUG00000014275",705627,"NKIRAS2"
28512,"ENSG00000197885","NKIRAS1","protein-coding","NFKB inhibitor interacting Ras like 1","ENSCJAG00000003797",100393604,"NKIRAS1","ENSMUSG00000021772",69721,"Nkiras1","ENSMMUG00000006352",699598,"NKIRAS1"
28513,"ENSG00000071991","CDH19","protein-coding","cadherin 19","ENSCJAG00000002951",100414811,"CDH19","ENSMUSG00000047216",227485,"Cdh19","ENSMMUG00000013529",702726,"CDH19"
28514,"ENSG00000198719","DLL1","protein-coding","delta like canonical Notch ligand 1","ENSCJAG00000020658",100403776,"DLL1","ENSMUSG00000014773",13388,"Dll1","ENSMMUG00000021144",714731,"DLL1"
28951,"ENSG00000071575","TRIB2","protein-coding","tribbles pseudokinase 2",NA,100399372,"TRIB2","ENSMUSG00000020601",217410,"Trib2","ENSMMUG00000038615",710966,"TRIB2"
28952,"ENSG00000101997","CCDC22","protein-coding","coiled-coil domain containing 22","ENSCJAG00000002771",100407669,"CCDC22","ENSMUSG00000031143",54638,"Ccdc22","ENSMMUG00000008623",713063,"CCDC22"
28954,"ENSG00000088320","REM1","protein-coding","RRAD and GEM like GTPase 1","ENSCJAG00000020805",100391436,"REM1","ENSMUSG00000000359",19700,"Rem1","ENSMMUG00000058583",713351,"REM1"
28955,"ENSG00000182108","DEXI","protein-coding","Dexi homolog","ENSCJAG00000016023",100402636,"DEXI","ENSMUSG00000038055",58239,"Dexi","ENSMMUG00000006514",100430901,"DEXI"
28956,"ENSG00000116586","LAMTOR2","protein-coding","late endosomal/lysosomal adaptor, MAPK and MTOR activator 2","ENSCJAG00000007739",100398197,"LAMTOR2","ENSMUSG00000028062",83409,"Lamtor2","ENSMMUG00000012126",718110,"LAMTOR2"
28957,"ENSG00000147586","MRPS28","protein-coding","mitochondrial ribosomal protein S28","ENSCJAG00000000474",100389963,"MRPS28","ENSMUSG00000040269",66230,"Mrps28","ENSMMUG00000051817",699755,"MRPS28"
28958,"ENSG00000183978","COA3","protein-coding","cytochrome c oxidase assembly factor 3",NA,100895494,"LOC100895494","ENSMUSG00000017188",52469,"Coa3","ENSMMUG00000059988",711737,"CCDC56"
28959,"ENSG00000106565","TMEM176B","protein-coding","transmembrane protein 176B","ENSCJAG00000020128",100415015,"TMEM176B","ENSMUSG00000029810",65963,"Tmem176b","ENSMMUG00000008596",713997,"TMEM176B"
28960,"ENSG00000110063","DCPS","protein-coding","decapping enzyme, scavenger","ENSCJAG00000008896",100410129,"DCPS","ENSMUSG00000032040",69305,"Dcps","ENSMMUG00000054996",717749,"DCPS"
28962,"ENSG00000081087","OSTM1","protein-coding","osteoclastogenesis associated transmembrane protein 1","ENSCJAG00000006089",100414258,"OSTM1","ENSMUSG00000038280",14628,"Ostm1","ENSMMUG00000022247",701341,"OSTM1"
28964,"ENSG00000108262","GIT1","protein-coding","GIT ArfGAP 1",NA,100395932,"GIT1","ENSMUSG00000011877",216963,"Git1","ENSMMUG00000014408",716944,"GIT1"
28965,"ENSG00000113396","SLC27A6","protein-coding","solute carrier family 27 member 6","ENSCJAG00000019300",100393244,"SLC27A6","ENSMUSG00000024600",225579,"Slc27a6","ENSMMUG00000017031",705005,"SLC27A6"
28966,"ENSG00000064652","SNX24","protein-coding","sorting nexin 24",NA,100411360,"SNX24","ENSMUSG00000024535",69226,"Snx24","ENSMMUG00000023598",700621,"SNX24"
28968,"ENSG00000063127","SLC6A16","protein-coding","solute carrier family 6 member 16",NA,100394230,"SLC6A16","ENSMUSG00000094152",381884,"Slc6a16","ENSMMUG00000014787",718690,"SLC6A16"
28969,"ENSG00000136261","BZW2","protein-coding","basic leucine zipper and W2 domains 2","ENSCJAG00000000954",100388112,"BZW2","ENSMUSG00000020547",66912,"Bzw2","ENSMMUG00000017045",714627,"BZW2"
28970,"ENSG00000182919","C11orf54","protein-coding","chromosome 11 open reading frame 54","ENSCJAG00000003791",100415268,"C11H11orf54","ENSMUSG00000031938",70984,"4931406C07Rik","ENSMMUG00000013601",696483,"C14H11orf54"
28971,"ENSG00000087884","AAMDC","protein-coding","adipogenesis associated Mth938 domain containing","ENSCJAG00000014890",100414912,"AAMDC","ENSMUSG00000035642",66273,"Aamdc","ENSMMUG00000010119",699328,"AAMDC"
28972,"ENSG00000114902","SPCS1","protein-coding","signal peptidase complex subunit 1",NA,100393362,"SPCS1","ENSMUSG00000021917",69019,"Spcs1","ENSMMUG00000017370",696426,"SPCS1"
28973,"ENSG00000204568","MRPS18B","protein-coding","mitochondrial ribosomal protein S18B",NA,100411500,"MRPS18B","ENSMUSG00000024436",66973,"Mrps18b","ENSMMUG00000006525",713694,"MRPS18B"
28974,"ENSG00000104979","C19orf53","protein-coding","chromosome 19 open reading frame 53","ENSCJAG00000004427",100404864,"C22H19orf53","ENSMUSG00000019362",101966,"D8Ertd738e",NA,720745,"C19H19orf53"
28976,"ENSG00000177646","ACAD9","protein-coding","acyl-CoA dehydrogenase family member 9",NA,100409076,"ACAD9","ENSMUSG00000027710",229211,"Acad9","ENSMMUG00000006338",704527,"ACAD9"
28977,"ENSG00000198015","MRPL42","protein-coding","mitochondrial ribosomal protein L42","ENSCJAG00000032825",100394164,"MRPL42","ENSMUSG00000062981",67270,"Mrpl42","ENSMMUG00000016805",715676,"MRPL42"
28978,"ENSG00000096092","TMEM14A","protein-coding","transmembrane protein 14A","ENSCJAG00000011309",100386628,"TMEM14A","ENSMUSG00000025933",75712,"Tmem14a",NA,708829,"TMEM14A"
28981,"ENSG00000122970","IFT81","protein-coding","intraflagellar transport 81","ENSCJAG00000009518",100397666,"IFT81","ENSMUSG00000029469",12589,"Ift81","ENSMMUG00000023032",710434,"IFT81"
28982,"ENSG00000162769","FLVCR1","protein-coding","FLVCR choline and heme transporter 1","ENSCJAG00000015690",100407159,"FLVCR1","ENSMUSG00000066595",226844,"Flvcr1","ENSMMUG00000011732",710008,"FLVCR1"
28983,"ENSG00000087128","TMPRSS11E","protein-coding","transmembrane serine protease 11E",NA,NA,NA,NA,NA,NA,"ENSMMUG00000011103",709278,"TMPRSS11E"
28984,"ENSG00000102760","RGCC","protein-coding","regulator of cell cycle","ENSCJAG00000017692",100386179,"RGCC","ENSMUSG00000022018",66214,"Rgcc","ENSMMUG00000011593",698962,"RGCC"
28985,"ENSG00000232119","MCTS1","protein-coding","MCTS1 re-initiation and release factor","ENSCJAG00000002593",100396539,"MCTS1","ENSMUSG00000000355",68995,"Mcts1","ENSMMUG00000009043",696543,"MCTS1"
28986,"ENSG00000187601","MAGEH1","protein-coding","MAGE family member H1","ENSCJAG00000023437",100386172,"MAGEH1","ENSMUSG00000047238",75625,"Mageh1","ENSMMUG00000046259",703812,"MAGEH1"
28987,"ENSG00000141101","NOB1","protein-coding","NIN1 (RPN12) binding protein 1 homolog","ENSCJAG00000015230",100405453,"NOB1","ENSMUSG00000003848",67619,"Nob1","ENSMMUG00000006506",705344,"NOB1"
28988,"ENSG00000136279","DBNL","protein-coding","drebrin like",NA,100406846,"DBNL","ENSMUSG00000020476",13169,"Dbnl","ENSMMUG00000002411",720621,"DBNL"
28989,"ENSG00000148335","NTMT1","protein-coding","N-terminal Xaa-Pro-Lys N-methyltransferase 1","ENSCJAG00000020309",100415418,"NTMT1","ENSMUSG00000026857",66617,"Ntmt1","ENSMMUG00000006057",716763,"NTMT1"
28990,"ENSG00000034533","ASTE1","protein-coding","asteroid homolog 1",NA,100412794,"ASTE1","ENSMUSG00000032567",66595,"Aste1",NA,719271,"ASTE1"
28991,"ENSG00000170619","COMMD5","protein-coding","COMM domain containing 5",NA,100386837,"COMMD5","ENSMUSG00000055041",66398,"Commd5","ENSMMUG00000011549",704586,"COMMD5"
28992,"ENSG00000133315","MACROD1","protein-coding","mono-ADP ribosylhydrolase 1",NA,100399354,"MACROD1","ENSMUSG00000036278",107227,"Macrod1","ENSMMUG00000056751",717961,"MACROD1"
28996,"ENSG00000064393","HIPK2","protein-coding","homeodomain interacting protein kinase 2",NA,100406246,"HIPK2","ENSMUSG00000061436",15258,"Hipk2","ENSMMUG00000002481",716152,"HIPK2"
28998,"ENSG00000172172","MRPL13","protein-coding","mitochondrial ribosomal protein L13","ENSCJAG00000005359",100403753,"MRPL13","ENSMUSG00000022370",68537,"Mrpl13","ENSMMUG00000002599",702994,"MRPL13"
28999,"ENSG00000163884","KLF15","protein-coding","KLF transcription factor 15",NA,100390566,"KLF15","ENSMUSG00000030087",66277,"Klf15","ENSMMUG00000003721",716386,"KLF15"
29015,"ENSG00000134802","SLC43A3","protein-coding","solute carrier family 43 member 3","ENSCJAG00000008898",100414437,"SLC43A3","ENSMUSG00000027074",58207,"Slc43a3","ENSMMUG00000010601",706267,"SLC43A3"
29028,"ENSG00000156802","ATAD2","protein-coding","ATPase family AAA domain containing 2","ENSCJAG00000000868",100390098,"ATAD2","ENSMUSG00000022360",70472,"Atad2","ENSMMUG00000020467",704478,"ATAD2"
29035,"ENSG00000182831","HAPSTR1","protein-coding","HUWE1 associated protein modifying stress responses","ENSCJAG00000017187",100411218,"HAPSTR1","ENSMUSG00000022507",69053,"Hapstr1",NA,709573,"HAPSTR1"
29057,"ENSG00000268350","FAM156A","protein-coding","family with sequence similarity 156 member A",NA,100403411,"FAM156A",NA,NA,NA,"ENSMMUG00000053322",698392,"FAM156A"
29058,"ENSG00000089063","TMEM230","protein-coding","transmembrane protein 230","ENSCJAG00000021275",103792814,"TMEM230","ENSMUSG00000027341",70612,"Tmem230","ENSMMUG00000013258",717987,"TMEM230"
29062,"ENSG00000105875","WDR91","protein-coding","WD repeat domain 91",NA,100415131,"WDR91","ENSMUSG00000058486",101240,"Wdr91","ENSMMUG00000002317",707674,"WDR91"
29063,"ENSG00000168228","ZCCHC4","protein-coding","zinc finger CCHC-type containing 4","ENSCJAG00000013241",100394466,"ZCCHC4","ENSMUSG00000029179",78796,"Zcchc4","ENSMMUG00000003629",693685,"ZCCHC4"
29066,"ENSG00000122299","ZC3H7A","protein-coding","zinc finger CCCH-type containing 7A","ENSCJAG00000008403",100399121,"ZC3H7A","ENSMUSG00000037965",106205,"Zc3h7a","ENSMMUG00000011242",711984,"ZC3H7A"
29068,"ENSG00000196323","ZBTB44","protein-coding","zinc finger and BTB domain containing 44","ENSCJAG00000009451",100385851,"ZBTB44","ENSMUSG00000047412",235132,"Zbtb44","ENSMMUG00000022944",715415,"ZBTB44"
29070,"ENSG00000103021","CCDC113","protein-coding","coiled-coil domain containing 113","ENSCJAG00000011662",100402809,"CCDC113","ENSMUSG00000036598",244608,"Ccdc113","ENSMMUG00000054015",706934,"CCDC113"
29071,"ENSG00000171155","C1GALT1C1","protein-coding","C1GALT1 specific chaperone 1","ENSCJAG00000002590",100397132,"C1GALT1C1","ENSMUSG00000048970",59048,"C1galt1c1","ENSMMUG00000023574",696662,"C1GALT1C1"
29072,"ENSG00000181555","SETD2","protein-coding","SET domain containing 2, histone lysine methyltransferase",NA,100411953,"SETD2","ENSMUSG00000044791",235626,"Setd2","ENSMMUG00000021117",711825,"SETD2"
29074,"ENSG00000112110","MRPL18","protein-coding","mitochondrial ribosomal protein L18","ENSCJAG00000011859",100411510,"MRPL18","ENSMUSG00000057388",67681,"Mrpl18","ENSMMUG00000063964",702629,"MRPL18"
29078,"ENSG00000123545","NDUFAF4","protein-coding","NADH:ubiquinone oxidoreductase complex assembly factor 4","ENSCJAG00000001235",100415693,"NDUFAF4","ENSMUSG00000028261",68493,"Ndufaf4","ENSMMUG00000018843",705102,"NDUFAF4"
